Genus,Subgenus,Species,Author ,Local_Label,Y_Latitude,X_Longitude,Refs,Observations
Apoecilus,,cynicus,"Say, 1831","USA: Minnesota, Ramsey",45.01,-93.09,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831","USA: Minnesota, Waseca",44.02,-93.58,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: Chicago,41.85,-87.65,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: New England,44,-71,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: Florida,28.75,-82.5,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831","CANADA: Quebec, Quebec",46.8141,-71.212,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: Colorado,39,-105.5,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: Texas,31.25,-99.25,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831",USA: Arizona,34.5,-111.5,Koch et al. 2014,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Durham",41.48,-72.68,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Brookfield",41.48,-73.4,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Portland",41.57,-72.64,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Meriden",41.53,-72.8,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, South Meriden",41.51,-72.83,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Storrs",41.8,-72.24,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Westville",41.33,-72.97,O'Donnell & Schaefer 2012,
Apoecilus,,cynicus,"Say, 1831","USA: North Dakota, Grand Forks",47.92,-97.03,Rider 2012,
Apoecilus,,cynicus,"Say, 1831","USA: North Dakota, Hettinger",46.43,-102.46,Rider 2012,
Apoecilus,,cynicus,"Say, 1831","USA: North Dakota, Richland",46.26,-96.94,Rider 2012,
Apoecilus,,cynicus,"Say, 1831","USA: North Dakota, Sargent",46.1,-97.63,Rider 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, City of Louis",38.62,-90.19,Sites et al. 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Ozark",36.64,-92.44,Sites et al. 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Glaciated Plains",36.72,-91.85,Sites et al. 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Alger",46.45,-86.54,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Allegan",42.51,-85.91,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Berrien",41.91,-86.42,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Cheboygan",45.47,-84.49,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Crawford",44.68,-84.61,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Gladwin",43.99,-84.38,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Houghton",46.99,-88.65,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Huron",43.91,-82.85,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Ingham",42.59,-84.37,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Iosco",44.3,-83.51,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Isabella",43.64,-84.84,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Keweenaw",47.28,-88.21,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Lenawee",41.89,-84.06,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Livingston",42.6,-83.91,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Midland",43.61,-84.24,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Muskegon",43.23,-86.24,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oakland",42.63,-83.29,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oceana",43.68,-86.31,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oscoda",44.68,-84.12,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Saint Joseph",41.91,-85.52,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Shiawassee",42.95,-84.14,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Van Bure",42.28,-86.3,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Washtenaw",42.25,-83.83,Swanson 2012,
Apoecilus,,cynicus,"Say, 1831",USA: Minnesota,46.25,-94.25,Pezzini et al. 2018,
Apoecilus,,cynicus,"Say, 1831","CANADA: Ontario, Guelph",43.54,-80.25,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","CANADA: Quebec, Covey Hill",45.01,-73.79,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Arizona, Coconino",35.83,-111.77,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Arizona, Williams",35.24,-112.19,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Colorado, El Paso",38.83,-104.52,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Colorado, Larimer",40.66,-105.46,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Colorado, Las Animas",37.31,-104.03,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Colorado, Trinidad",37.16,-104.5,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, New Haven",41.3,-72.92,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Yale Bird",41.78,-73.45,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Tolland",41.85,-72.33,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Mansfield",41.76,-72.19,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Connecticut, Storrs",41.8,-72.24,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Florida, Alachua",29.67,-82.35,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Florida, Dixie",29.58,-83.18,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Florida, Liberty",30.24,-84.88,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Georgia, Houston",32.45,-83.66,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA; Georgia, Liberty",31.8,-81.45,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Georgia, Union",34.83,-83.99,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Champaign",40.11,-88.24,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Chicago",41.85,-87.65,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Glencoe",42.13,-87.75,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Willow Springs",41.74,-87.86,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Jersey",39.08,-90.35,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Jackson",37.78,-89.38,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Knox",40.93,-90.21,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Lake Forest",42.25,-87.84,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Mercer",41.2,-90.74,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Ogle",42.04,-89.32,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, St Clair",38.47,-89.92,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Edgebrook",41.99,-87.76,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Brown",39.19,-86.22,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Clark",38.47,-85.7,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Crawford",38.29,-86.45,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Lawrence",38.84,-86.48,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Putnam",39.66,-86.84,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Tippecanoe",40.38,-86.89,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Indiana, Hessville",41.59,-87.46,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Boone",42.05,-93.88,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Johnson",41.67,-91.58,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Lee",40.64,-91.47,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Tama",42.07,-92.53,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Wapello",41.03,-92.4,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Ottumwa",41.01,-92.4,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Iowa, Robinson",42.34,-91.57,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Kansas, Atchison",39.53,-95.31,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Kentucky, Fayette",38.04,-84.45,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Kentucky, Floyd",37.55,-82.74,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Kentucky, Laurel",37.11,-84.11,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Kentucky, Trigg",36.8,-87.87,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Louisiana, Jennings",30.22,-92.65,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Maine, Lincoln",43.99,-69.52,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Massachusetts, Dukes",41.38,-70.69,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Massachusetts, Hampshire",42.34,-72.66,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Massachusetts, Malden",42.42,-71.06,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Massachusetts, Tyngsboro",42.67,-71.42,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Alger",46.45,-86.54,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Allegan",42.51,-85.91,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Berrien",41.94,-86.33,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Crawford",44.68,-84.61,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Emmet",45.58,-84.98,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Huron",43.91,-82.85,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831",USA: Michigan Ingham,42.59,-84.37,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Isabella",43.64,-84.84,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Lenawee",41.89,-84.06,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Livingston",42.6,-83.91,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Manistee",44.23,-86.28,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Midland",43.61,-84.24,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oakland",42.63,-83.29,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oceana",43.68,-86.31,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Oscoda",44.68,-84.12,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Shiawassee",42.95,-84.14,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Manchester",42.15,-84.03,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Minnesota, Mora",45.75,-93.29,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Boone",38.99,-92.3,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Columbia",38.95,-92.33,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Carter",36.94,-90.96,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Dent",37.6,-91.5,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Lesterville",37.45,-90.84,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Linn",39.87,-93.1,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, St Charles",38.78,-90.48,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, St Louis",38.62,-90.19,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Shannon",37.15,-91.4,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Texas",29.61,-95.53,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Warren",38.76,-91.16,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Missouri, Wayne",37.11,-90.46,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Hampshire, Coss",44.46,-71.18,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Bergen",40.88,-74.04,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Morris",40.79,-74.48,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Ocean",39.95,-74.19,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Ship Bottom",39.64,-74.18,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Union",40.77,-74.02,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Ramapo",41.03,-74.25,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Mexico, Lincoln",33.74,-105.45,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New Mexico, Santa Fe",35.68,-105.93,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Cattaraugus",42.24,-78.67,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Gowanda",42.46,-78.93,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Columbia",42.25,-73.63,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, New Baltimore",42.44,-73.78,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Malone",44.84,-74.29,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Erie",42.88,-78.87,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Lancaster",42.9,-78.67,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Jefferson",43.99,-76.05,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Ontario",42.85,-77.29,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Orange",41.4,-74.3,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Putnam",41.42,-73.74,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Queens",40.68,-73.83,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Sullivan",41.71,-74.76,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Wayne",43.06,-76.97,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: North Carolina, Valley of Black ",35.57,-81.7,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: North Dakota, Hettinger",46.43,-102.46,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Delaware",40.29,-83.06,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Hancock",41,-83.66,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Hardin",40.66,-83.65,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Mercer",40.54,-84.62,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Paulding",41.11,-84.58,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Scioto",38.8,-82.99,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Ohio, Vinton",39.25,-82.48,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Oklahoma, Bryan",33.96,-96.25,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Oklahoma, CLEV",35.2,-97.32,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Oklahoma, Garvin",34.7,-97.3,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Oklahoma, Payne",36.07,-96.97,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Oklahoma, Seminole",35.16,-96.61,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Pennsylvania, Allegheny",40.46,-79.98,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Pennsylvania, Bedford",40,-78.49,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Pennsylvania, Washington",40.17,-80.24,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Pennsylvania, Penn",40.32,-79.64,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: South Carolina, Greenville",34.85,-82.39,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: South Dakota, Brookings",44.36,-96.79,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Tennessee, Stewart",36.5,-87.83,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Brazos",30.66,-96.3,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Dallas",32.78,-96.8,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Gillespie",30.31,-98.94,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Mills",31.49,-98.59,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, San Saba",31.15,-98.81,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: West Virginia, Pocahontas",38.33,-80,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Bayfield",46.63,-91.18,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Clark",44.73,-90.61,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Dane",43.06,-89.41,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Polk",45.46,-92.44,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Shawano",44.78,-88.76,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Waupaca",44.47,-88.96,Phillips 1983,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Bear Mountain",41.3135,-74.007,AMNH,
Apoecilus,,cynicus,"Say, 1831","USA: New York, Suffolk County, Long Beach. ",40.5886,-73.6604,AMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Nebraska, Brown County, Long Pine.",42.53,-99.69,AMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Minnesota, Ramsey County. ",44.99,-93.06,UMSP,
Apoecilus,,cynicus,"Say, 1831","USA: Minnesota, Ramsey County. Powder plant woods.",44.99,-93.06,UMSP,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Milwaukee County. ",43.03,-87.9,MCPM,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Milwaukee County. ",43.03,-87.9,MCPM,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Milwaukee County. ",43.03,-87.9,MCPM,
Apoecilus,,cynicus,"Say, 1831","USA: Wisconsin, Milwaukee County. ",43.03,-87.9,MCPM,
Apoecilus,,cynicus,"Say, 1831","USA: Louisiana, St. Landry Parish, Thistlethwaite State Wildlife Management Area.",30.66,-91.99,DARC,
Apoecilus,,cynicus,"Say, 1831","USA: Louisiana, St. Landry Parish, Thistlethwaite State Wildlife Management Area.",30.66,-91.99,DARC,
Apoecilus,,cynicus,"Say, 1831","USA: Pennsylvania, Wilmerding.",40.39,-79.81,CLEV,
Apoecilus,,cynicus,"Say, 1831","USA: Illinois, Mercer County, Keithsburg. ",41.09,-90.94,INHS,
Apoecilus,,cynicus,"Say, 1831","USA: Michigan, Muskegon County, Owasippe Scout Reservation, near Whitehall. On oak-tree. ",43.41,-86.34,INHS,
Apoecilus,,cynicus,"Say, 1831","USA: New Jersey, Ocean County, Long Beach Island. (Holgate Unik. Of B.N.W.R.) ",40.78,-73.13,INHS,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Dickenson County, Breaks Interstate Park.",37.28,-82.29,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Craig County, Wildlife Road. (FS 224)",37.42,-80.1,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Dickenson County, Breaks Interstate Park. ",37.28,-82.29,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Bedford County, Blue Ridge Mountains, Peaks of Otter. (Shop top Peaks of Otter)",37.43,-79.6,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Dickenson County, Breaks Interstate Park. ",37.28,-82.29,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Dickenson County, Breaks Interstate Park. ",37.28,-82.29,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Augusta County, Maple Flats Pond. (Maple Flats Oak Pond) ",37.97,-78.99,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Dickenson County, Breaks Interstate Park. ",37.28,-82.29,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Virginia, Craig County, Wildlife Road. (FS 224)",37.42,-80.1,VMNH,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Brazos County, College Station. ",30.62,-96.33,FSCA,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Brazos County, College Station",30.62,-96.33,FSCA,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Brazos County, College Station.",30.62,-96.33,FSCA,
Apoecilus,,cynicus,"Say, 1831","USA: Texas, Hardin County, Big Thicket National Preserve. ",30.53,-94.34,FSCA,
Apoecilus,,invarius,"Walker, 1867",MEXICO: Oaxaca,17,-96.5,Ortega León 1997,
Apoecilus,,invarius,"Walker, 1867","MEXICO: Chihuahua, San Juanito",27.97,-107.6,Ortega León 1997,
Arma,,custos,"Fabricius, 1794",CHINA: Beijing,39.9,116.39,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Gansu,37.75,102.75,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Guizhou,27,107,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Hebei,39,115.66,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Hubei,31,112.25,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Hunan,27.66,111.75,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Jiangsu,33,119.83,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Jiangxi,27.66,115.66,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Jilin,43.58,126.16,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Liaoning,41.25,122.66,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Nei Monggol,43.5,114.75,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Shaanxi,36,109,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Shandong,36.33,118.25,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Shanxi,37.66,112.25,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Sichuan,30.5,102.66,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Xinjiang,41.5,85.5,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Yunnan,25,101.5,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794",CHINA: Zhejiang,29.16,120,Rider & Zheng 2002,
Arma,,custos,"Fabricius, 1794","RUSSIA: Tyumen Oblast, Vinogradovka",56.87,70.39,Gapon & Konstantinov 2006,
Arma,,custos,"Fabricius, 1794",AZERBAIJAN: Geok Tapa,39.16,48.8,Kerzhner 2005,
Arma,,custos,"Fabricius, 1794",TURKEY: Manisa,38.63,27.41,Lodos & Onder 1983,
Arma,,custos,"Fabricius, 1794",TURKEY: Luleburgaz,41.4,27.35,Lodos & Onder 1983,
Arma,,custos,"Fabricius, 1794",TURKEY: Unie,41.13,37.28,Lodos & Onder 1983,
Arma,,custos,"Fabricius, 1794","IRAN: Guilan, Nazok Sara",37.32,49.93,Mohaghegh 2008,
Arma,,custos,"Fabricius, 1794","IRAN: Gilan, Lasht-e Nesha",37.36,49.86,Mohaghegh 2008,
Arma,,custos,"Fabricius, 1794","SPAIN: Cataluña, Barcelona",41.38,2.15,Tanco 2018,
Arma,,custos,"Fabricius, 1794","SPAIN: Madrid, Madrid",40.41,-3.7,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Andalucia,37.5,-4.5,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Cantabria,43.2,-4.03,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Castilla y Leon,41.66,-4.25,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Gerona,41.98,2.82,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Tarragona,41.11,1.25,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Extremadura,39.16,-6.16,Tanco 2018,
Arma,,custos,"Fabricius, 1794","SPAIN: Galicia, Lugo",43,-7.5,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Orense,42.16,-7.5,Tanco 2018,
Arma,,custos,"Fabricius, 1794",SPAIN: Principado de Asturias,43.33,-6,Tanco 2018,
Arma,,custos,"Fabricius, 1794",PORTUGAL: Coimbra,40.19,-8.3,Tanco 2018,
Arma,,custos,"Fabricius, 1794",PORTUGAL: Guarda,40.64,-7.21,Tanco 2018,
Arma,,custos,"Fabricius, 1794",PORTUGAL: Leiria,39.74,-8.8,Tanco 2018,
Arma,,custos,"Fabricius, 1794",PORTUGAL: Porto,41.22,-8.32,Tanco 2018,
Arma,,custos,"Fabricius, 1794",PORTUGAL: Vila Real,41.54,-7.59,Tanco 2018,
