Genus	Species	Local_Label	decimalLongitude	decimalLatitude	Refs
Stiretrus	Stiretrus anchorago	USA: Michigan, Jackson	-84.42000	42.24000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Kalkaska	-85.09000	44.68000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Kent	-85.54000	43.03000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Menominee	-87.50000	45.52000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Midland	-84.24000	43.61000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Missaukee	-85.09000	44.33000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Montcalm	-85.15000	43.31000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Montmorency	-84.12000	45.02000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Newaygo	-85.80000	43.55000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Ogemaw	-84.12000	44.33000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Oscoda	-84.12000	44.68000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Otsego	-84.59000	45.02000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Roscommon	-84.61000	44.33000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Tuscola	-83.43000	43.49000	Swanson 2012
Stiretrus	Stiretrus anchorago	USA: Michigan, Wexford	-85.57000	44.33000	Swanson 2012
Stiretrus	Stiretrus anchorago	MEXICO: Veracruz, Los Tuxtlas	-95.00000	18.47000	Brailovsky and Mayorga 1994
Stiretrus	Stiretrus anchorago	USA: Connecticut, Windham	-72.15000	41.69000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Columbia	-92.33000	38.95000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Florida, Tayalor	-83.61000	30.01000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Georgia, Clarke	-83.36000	33.95000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Indiana, Lake	-87.37000	41.47000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Massachusetts, Barnstable	-70.29000	41.70000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Massachusetts, Hampshire	-72.66000	42.34000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: New Jersey, Middlesex	-74.49000	40.57000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: New Jersey, Ocean	-74.19000	39.95000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: New York, Queens	-73.83000	40.68000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: New York, Suffolk	-73.06000	40.81000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: North Carolina	-81.03000	34.00000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: South Carolina, Georgetown	-79.29000	33.37000	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Virgnia, King & Queen	-76.89680	37.73150	Phillips 1983
Stiretrus	Stiretrus anchorago	USA: Illinois, Peoria County, Peoria	-89.58000	40.69000	INHS
Stiretrus	Stiretrus anchorago	USA: Illinois, Pottstown.	-89.66000	40.71000	INHS
Stiretrus	Stiretrus anchorago	USA: Virginia, Henry County.	-79.90000	36.67000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Suffolk County, Great Dismal Swamp National Wildlife Refuge. 	-76.56000	36.61000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Floyd County, 2km West of Willis. 	-80.50000	36.85000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Isle of Wight County. 	-76.70000	36.90000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Henry County, near Martinsville, Dupont property. 	-79.91000	36.67000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Montgomery County, 8.5m NE Blacksburg, Caldwell Fields Campground.	-80.32000	37.33000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Dickenson County, Breaks Interstate Park. 	-82.29000	37.28000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Hanover County. Gmi W. Asnlaml. 	-77.51000	37.77000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Hanover County, 3 Mi; 5. Ashland. 	-77.51000	37.33000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Albemarle County, Charlottesville. 	-78.47000	38.02000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Richmond, University of Richmond. 	-77.53000	37.57000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Holland.	-76.78000	36.68000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Montgomery County, Route 621, 10 Km NE of US 460.	-80.37000	37.31000	VMNH
Stiretrus	Stiretrus anchorago	USA: Virginia, Floyd County, Camp Branch Wetlands Natural Area Preserve, 2km West of Willis	-80.52000	36.87000	VMNH
Stiretrus	Stiretrus anchorago	USA: New York, Tompkins County, Ithaca, Six Mile Creek. 	-76.50000	42.44000	UMSP
Stiretrus	Stiretrus anchorago	USA: Wisconsin, Waukesha County, McClintok Springs, 5km North of Eagle on 67. 	-88.47000	42.91000	MCPM
Stiretrus	Stiretrus anchorago	USA: Louisiana, East Baton Rouge Parish	-91.09000	30.56000	FSCA
Stiretrus	Stiretrus anchorago	MEXICO: Mazatlán Sin.	-106.40000	23.24000	EMG
Stiretrus	Stiretrus anchorago	USA: Minnesota, St. Peter	-93.95000	44.32000	UMSP
Stiretrus	Stiretrus anchorago	USA: Minnesota, Pine County, mouth Snake River. 	-92.77000	45.82000	UMSP
Stiretrus	Stiretrus bifrenatus	ECUADOR	-79.08346	-1.37131	SDEI
Stiretrus	Stiretrus bifrenatus	PERU: Pachitea	-75.81390	-9.95262	HNHM
Stiretrus	Stiretrus cinctellus	COLOMBIA: Chocó, Sautatá	-77.13000	7.83000	Castro-Huertas et al 2015
Stiretrus	Stiretrus cinctellus	BRAZIL: Goiás, Campinorte	-48.97000	-14.04000	Dellape et al 2003
Stiretrus	Stiretrus cinctellus	ECUADOR: Napo, Res. Ethnica Waorani, 1km South of Onkone Gare Camp. 	-76.44000	-0.65000	USNM
Stiretrus	Stiretrus cinctellus	BRAZIL: Rosario Oeste, Dirings	-56.42270	-14.82610	MZSP
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Bella Vista	-58.68000	-34.56000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Belgrano	-58.45000	-34.56000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Jose Paz	-58.76000	-34.51000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, La Plata	-57.95000	-34.92000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Martinez	-58.51000	-34.49000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Monte Grande	-58.46000	-34.81000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Palermo	-58.42000	-34.57000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, San Pedro	-58.71000	-34.54000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Varadero	-58.63000	-34.10000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Vicente Lopez	-58.47000	-34.52000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Villa Saenz Peña	-58.50000	-34.55000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Buenos Aires, Zelaya	-58.87000	-34.37000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Catamarca	-67.00000	-27.00000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Chaco	-60.50000	-26.33000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Cordoba, Cabana	-64.35000	-31.20000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Cordoba, El Sauce	-64.31000	-31.09000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Cordoba, San Javier	-65.04000	-32.21000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Cordoba, Villa Nueva	-63.24000	-32.43000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Entre Ríos, Paranacito	-58.65000	-33.71000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Garcia Island	-58.25000	-34.18000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Misiones, San Ignacio	-55.33000	-27.25000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Salta, Quijano	-65.63000	-24.90000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Salta, Las Cañas	-64.92000	-23.04000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Salta, Higuera	-65.11000	-22.73000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Santa Fe, Coronda	-60.91000	-31.97000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Santa Fe, Rosario	-60.63000	-32.94000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Santiago del Estero, Beltran	-64.04000	-27.89000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Tucuman, Burruyacu	-64.91000	-26.50000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	BRAZIL: Rio Grande do Sul, Porto Alegre	-51.21000	-30.03000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	PARAGUAY	-58.00000	-23.33000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	URUGUAY: Banda Oriental	-56.00000	-33.00000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	URUGUAY: Montevideo	-56.18000	-34.90000	Dellape et al 2003
Stiretrus	Stiretrus decastigmus	BRAZIL: Rio Grande do Sul, Pelotas.	-52.33000	-31.76000	UFRG
Stiretrus	Stiretrus decastigmus	BRAZIL: Rio Grande do Sul, Capão do Leão. 	-52.48000	-31.75000	UFRG
Stiretrus	Stiretrus decastigmus	BRAZIL: Santa Catarina, Lages	-50.32000	-27.81000	UFRG
Stiretrus	Stiretrus decastigmus	BRAZIL: Santa Maria - RS	-53.81000	-29.68000	UFRG
Stiretrus	Stiretrus decastigmus	BRAZIL: São Paulo, Bocaina. 	-48.52000	-22.14000	UFRG
Stiretrus	Stiretrus decastigmus	BRAZIL: Minas Gerais.	-45.45140	-18.57790	INPA
Stiretrus	Stiretrus decastigmus	BRAZIL: Rio Grande do Sul, São Francisco de Paula, Pro-Mata.	-50.55000	-29.46000	MZSP
Stiretrus	Stiretrus decastigmus	BRAZIL: Paraná, Ponta Grossa. 	-50.16000	-25.09000	DZUP
Stiretrus	Stiretrus decastigmus	BRAZIL: Paraná, Curitiba, Rio Barigui. 	-49.34000	-25.58000	DZUP
Stiretrus	Stiretrus decastigmus	BRAZIL: Paraná, Tibagi, Alto do Amparo.	-50.53000	-24.74000	DZUP
Stiretrus	Stiretrus decastigmus	ARGENTINA:  Salta, 	-65.35000	-24.72000	EMG
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Buenos Aires, Punta Lara	-57.97000	-34.83000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Chaco	-60.50000	-26.33000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, Calamuchita	-64.58000	-32.25000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, La Falda	-64.48000	-31.08000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, Tanti	-64.59000	-31.35000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, La Paz San Javier	-65.04000	-32.21000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, Mina Clavero	-65.00000	-31.72000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Cordoba, Villa Dolores	-65.14000	-31.94000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Corrientes, San Tome	-58.76000	-28.13000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Entre Ríos	-59.00000	-32.00000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Formosa, Clorinda	-57.71000	-25.28000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  La Rioja	-67.00000	-29.58000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Misiones, Santa Maria	-55.40000	-27.93000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Misiones, 2 de Mayo	-54.68000	-27.02000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Misiones, Pindapoy	-55.80000	-27.47000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Misiones, San Ignacio	-55.33000	-27.25000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Salta, Oran	-64.32000	-23.13000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Santa Fe, Rosario	-60.63000	-32.94000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Santiago del Estero, Río Salado	-60.74000	-31.68000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Tucuman	-65.22000	-26.82000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	BRAZIL: Mato Grosso	-56.00000	-13.00000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio de Janeiro	-43.18000	-22.09000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	BRAZIL: São Paulo	-46.63000	-23.54000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	PARAGUAY:  San Pedro, San Pedro del Paraná	-56.00000	-26.73000	Dellape et al 2003
Stiretrus	Stiretrus decemguttatus	FRENCH GUIANA: Kourou	-52.64000	5.16000	Lupoli 2019
Stiretrus	Stiretrus decemguttatus	FRENCH GUIANA: Macouria	-52.49272	5.00469	Lupoli 2019
Stiretrus	Stiretrus decemguttatus	FRENCH GUIANA: Montsinéry-Tonnegrande	-52.50000	4.90000	Lupoli 2019
Stiretrus	Stiretrus decemguttatus	VENEZUELA:  Aragua, Henri Pittier National Park. 1100m. 1953-VIII-09. 	-67.61000	10.38000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Amazonas, Manaus, INPA.	-59.98000	-3.09000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: São Paulo, Campinas.	-47.01000	-22.91000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio Grande do Sul, Parque Estadual do Turvo. 	-53.85000	-27.23000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: S. Órgãos Petrópolis 	-43.10000	-22.50000	MNRJ
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio de Janeiro, Itatiaia. 	-44.56000	-22.49000	MNRJ
Stiretrus	Stiretrus decemguttatus	BRAZIL: Paraná, Arapongas.	-51.42000	-23.41000	MNRJ
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio de Janeiro, Rio de Janeiro, Jacarepaguá. 	-43.39000	-22.96000	MNRJ
Stiretrus	Stiretrus decemguttatus	BRAZIL: Minas Gerais, Viçosa. 	-42.87000	-20.75000	MNRJ
Stiretrus	Stiretrus decemguttatus	BRAZIL: Minas Gerais, Belo Horizonte. 	-43.93000	-19.91000	BHMH
Stiretrus	Stiretrus decemguttatus	BRAZIL: Santa Catarina, Nova Teutônia. 300-500m.	-52.39000	-27.18000	NMPC
Stiretrus	Stiretrus decemguttatus	BRAZIL: Distrito Federal, Brasília.	-47.85000	-15.80000	NMPC
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio de Janeiro, Nova Friburgo, Mury. 	-42.48000	-22.33000	INPA
Stiretrus	Stiretrus decemguttatus	ARGENTINA:  Salta Prov., Aguas Blancas.	-64.35000	-22.73000	INPA
Stiretrus	Stiretrus decemguttatus	BRAZIL: Rio Grande do Sul, São Francisco de Paula, Pró-Mata.	-50.55000	-29.46000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Santa Catarina, Orleans	-49.28000	-28.35000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Espírito Santo, Santa Teresa. 	-40.59000	-19.93000	DZUP
Stiretrus	Stiretrus decemguttatus	BRAZIL: Paraná, Jussara, Estrada Horto Florestal. 340m.	-52.47000	-23.62000	DZUP
Stiretrus	Stiretrus decemguttatus	BRAZIL: Paraná, Ponta Grossa. 	-50.16000	-25.09000	DZUP
Stiretrus	Stiretrus decemguttatus	BRAZIL: Paraná, Ponta Grossa, Olarias. 	-50.14000	-25.11000	DZUP
Stiretrus	Stiretrus decemguttatus	BRAZIL: Espírito Santo, São Mateus.	-39.85000	-18.72000	DZUP
Stiretrus	Stiretrus decemguttatus	PARAGUAY:  Departamento de Itapuá, Vega	-55.71000	-27.21000	EMG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Paraná, Curitiba, Bracatinga.	-49.27000	-25.32000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Maranhão, São Luis. 	-44.28000	-2.53000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: São Paulo, Campinas, Fazenda Rio das Pedras	-47.08000	-22.82000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Santa Catarina, Lages	-50.32000	-27.81000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Pará, Belém, Icoaraci, Km 12 E.F. Bragança Ramal.	-48.45000	-1.32000	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Belém Mocambo 	-48.47800	-1.46750	UFRG
Stiretrus	Stiretrus decemguttatus	BRAZIL: Amazonas, Manaus.	-60.02000	-3.11000	INPA
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Buenos Aires, Capital	-58.37000	-34.61000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Buenos Aires, Chacabuco	-60.33000	-34.66000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Buenos Aires, La Plata	-57.95000	-34.92000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Buenos Aires, Punta Lara	-57.97000	-34.83000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Cordoba, Calamuchita	-64.58000	-32.25000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Cordoba, La Falda	-64.48000	-31.08000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Cordoba, La Paz	-65.04000	-32.21000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Corrientes, Santo Tomé	-56.25000	-28.25000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Entre Ríos, Paraná	-60.52000	-31.73000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Formosa, Arreta	-58.17000	-26.18000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  La Rioja, San Francisco	-65.93000	-29.08000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Misiones, Posadas	-55.89000	-27.36000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Misiones, San Ignacio	-55.33000	-27.25000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Salta, Oran	-64.32000	-23.13000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Santa Fe, Rosario	-60.63000	-32.94000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Santiago del Estero, Río Salado	-60.74000	-31.68000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Tucuman	-65.22000	-26.82000	Dellape et al 2003
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Minas Gerais, Belo Horizonte. Oscar Monte,	-43.93000	-19.91000	MNRJ
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Minas Gerais, Itajubá.	-45.46000	-22.42000	MNRJ
Stiretrus	Stiretrus erythrocephalus	BRAZIL: São Paulo, Barueri. 	-46.87000	-23.51000	MNRJ
Stiretrus	Stiretrus erythrocephalus	BRAZIL: São Paulo, Campinas. 	-47.06000	-22.90000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Goiás, Goiânia	-49.26000	-16.68000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: São Paulo, Campinas, UNICAMP	-47.06000	-22.81000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Paraná, Londrina. 	-51.16000	-23.31000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: São Paulo, São José do Rio Preto. Márcio	-49.37000	-20.81000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Rio Grande do Sul, Santa Maria.	-53.81000	-29.68000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Minas Gerais, Viçosa.	-42.87000	-20.75000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Rio Grande do Sul, Eldorado do Sul, Fazenda Minuano	-51.63000	-30.11000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Santa Catarina, Nova Teutônia. 300-500m	-52.40000	-27.18000	NMPC
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Catamarca Prov., Villa Las Pirquitas. 700m.	-65.73000	-28.28000	INPA
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Santa Catarina, Içara. 	-49.30000	-28.71000	UFRG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Paraná, Castro	-50.01000	-24.79000	DZUP
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Espírito Santo, Santa Teresa	-40.59000	-19.93000	DZUP
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Paraná, Ponta Grossa.	-50.16000	-25.09000	DZUP
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Espírito Santo, Linhares.	-40.06000	-19.39000	DZUP
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Paraná, Jaguariaíva	-49.72000	-24.26000	DZUP
Stiretrus	Stiretrus erythrocephalus	ARGENTINA:  Salta, 1800m	-65.43000	-24.77000	EMG
Stiretrus	Stiretrus erythrocephalus	BRAZIL: Santa Catarina, Nova teutônia	-52.41000	-27.16000	EMG
Stiretrus	Stiretrus loratus	ARGENTINA: Buenos Aires, Capital	-58.37000	-34.61000	Dellape et al 2003
Stiretrus	Stiretrus loratus	ARGENTINA: Misiones, San Ignacio	-55.33000	-27.25000	Dellape et al 2003
Stiretrus	Stiretrus loratus	ARGENTINA: Misiones, Santa Maria	-55.40000	-27.93000	Dellape et al 2003
Stiretrus	Stiretrus loratus	FRENCH GUIANA: Cayenne	-52.33000	4.93000	Lupoli 2019
Stiretrus	Stiretrus loratus	PARAGUAY	-58.00000	-23.33000	NMPC
Stiretrus	Stiretrus loratus	PERU: Cusco, Pillcopata	-71.40000	-12.90000	UFRG
Stiretrus	Stiretrus loratus	BRAZIL: Santa Catarina, Lages	-50.32000	-27.81000	UFRG
Stiretrus	Stiretrus loratus	BRAZIL: Santa Catarina, Nova Teutônia. 300m-500m	-52.39000	-27.18000	DZUP
Stiretrus	Stiretrus loratus	BRAZIL: Espirito Santo	-40.57511	-19.58152	SDEI
Stiretrus	Stiretrus quinquepunctatus	DOMINICAN REPUBLIC: La Altagracia, Veron	-68.41000	18.60000	Perez-Gelabert & Thomas 2005
Supputius	Supputius cincticeps	BRAZIL: Santa Catarina, Araranguá, Morro dos Conventos.	-49.37000	-28.94000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Santa Catarina, Criciúma, Parque Ecológico Municipal José Milanese.	-49.43000	-28.69000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Santa Catarina, Nova Veneza, São Bento Baixo. 	-49.50000	-28.70000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Santa Catarina, Içara	-49.31000	-28.71000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Paraná, Londrina.	-51.16000	-23.31000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio Grande do Sul, Porto Alegre	-51.21000	-30.03000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Espírito Santo, Santa Teresa	-40.59000	-19.93000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Goiás, Corumbá de Goiás.	-48.81000	-15.92000	UFRG
Supputius	Supputius cincticeps	BRAZIL: São Paulo, Barueri.	-46.87000	-23.51000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio Grande do Sul, São Jerônimo. 	-51.72000	-29.96000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Paraná, Colombo	-49.22000	-25.29000	UFRG
Supputius	Supputius cincticeps	PARAGUAY:  Itapua, 17km N de Hohenau	-55.64000	-26.94000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado.	-43.21000	-22.95000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio Grande do Sul, Catuípe.	-54.01000	-28.25000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio Grande do Sul, Canguçu.	-52.67000	-31.39000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Distrito Federal, Planaltina. 1000m.	-47.70000	-15.58000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Paraná, Curitbia.	-49.23000	-25.44000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Distrito Federal, Brasília.	-47.86000	-15.80000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Santa Catarina, Nova Teutônia. 300m-500m. 	-52.39000	-27.18000	UFRG
Supputius	Supputius cincticeps	ARGENTINA:  Misiones Prov., Eldorado Dept., Colonia Victoria. 	-54.62000	-26.33000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado.	-43.20000	-22.95000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Minas Gerais, Belo Horizonte, Campus BHMH.	-43.96000	-19.87000	UFRG
Supputius	Supputius cincticeps	BRAZIL: São Paulo, Salesópolis, Estação Biológica Boraceia. 	-45.87000	-23.63000	UFRG
Supputius	Supputius cincticeps	BRAZIL: São Paulo, São Sebastião - Ilhabela.	-45.34000	-23.82000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Mato Grosso, Campo Grande. 	-56.26000	-16.16000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Rio de Janeiro, Parque Nacional da Tijuca, Floresta da Tijuca. 	-43.27000	-22.95000	UFRG
Supputius	Supputius cincticeps	BRAZIL: Paraná, Palotina. 	-53.83000	-24.28000	UFRG
Supputius	Supputius cincticeps	BRAZIL: São Paulo, São Paulo	-46.63000	-23.54000	UFRG
