genus,Species,Local_Label,decimalLongitude,decimalLatitude,Refs,country,continent,realm,country_level_record
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Carazinho",-52.79,-28.29,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Cruz Alta",-53.6,-28.64,Gapon & Konstantinov 2006,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Imbé, Albatroz",-50.09,-29.9,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Pelotas",-52.33,-31.76,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Santa Maria. ",-53.81,-29.68,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, São Borja. ",-56,-28.65,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, São Sepé",-53.6,-30.15,Magistralli et al 2014,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Torres",-49.72,-29.33,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Tramandaí, Praia do Pinhal",-50.23,-30.24,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Rio Grande do Sul, Xangri-Lá, Atlântida. ",-50.04,-29.8,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Santa Catarina, Corupá",-49.24,-26.43,DZUP,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: Santa Catarina, São José do Cedro",-53.49,-26.45,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,BRAZIL: São Paulo,-46.63,-23.54,NMPC,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: São Paulo, Altinópolis, Chanflora.",-47.37,-21.02,UFRG,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: São Paulo, Osasco",-46.7909,-23.5331,MZSP,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: São Paulo, Piracicaba",-47.64,-22.72,Gapon & Konstantinov 2006,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: São Paulo, Santos",-46.3385,-23.9583,MZSP,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"BRAZIL: São Paulo, São Sebastião",-45.4,-23.8,UFRJ,Brazil,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,ECUADOR: Galápagos,-90.87,-0.67,Causton et al 2006,Ecuador,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"ECUADOR: Galápagos, Floreana Island, Black Beach",-90.43,-1.31,UFRG,Ecuador,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Maripasoula,-54.03,3.64,Lupoli 2019,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Montagne des Chevaux,-52.4,4.71,Lupoli 2019,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Regina,-52.12,4.31,Lupoli 2019,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Rémire-Montjoly,-52.26,4.91,Becker & Grazia 1977,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Roura,-52.32,4.72,Lupoli 2019,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,FRENCH GUIANA: Saül,-53.2,3.62,Lupoli 2019,French Guiana,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,HONDURAN: Atlántida,-86.51,15.73,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,HONDURAN: Comayagua,-87.65,14.46,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,HONDURAN: Cortés,-87.91,15.33,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Chiapas, El Aguacero",-93.49,16.78,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Chiapas, Palenque",-91.89,17.5,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Coahuila, Saltillo",-101,25.42,Ortega León 1997,México,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,MEXICO: Fortin de Las Flores,-97,18.9,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Guerrero, Valerio Trujano",-99.45,18.3,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Jalisco, Chamela",-105.07,19.52,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Jalisco, Guadalajara",-103.39,20.66,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Michoacan, La Huacana",-101.87,18.88,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Michoacan, Tinganbato",-101.86,19.49,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Morelos, Canon de Lobos",-99.12,18.85,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Morelos, Cuernavaca",-99.23,18.92,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: San Luis Potosi, Ciudade Valles",-99.01,21.99,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Tamaulipas, Gomez Farias",-99.07,22.96,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, Almolonga",-96.78,19.59,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, Atoyac",-96.8,18.93,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, Cuesta de Misantla",-96.89,19.98,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, Los Tuxtlas",-95,18.47,Brailovsky and Mayorga 1994,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, San Andres Tuxtla",-95.21,18.44,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"MEXICO: Veracruz, Xalapa de Enriquez",-96.91,19.53,Ortega León 1997,México,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Alto Paraná, Puerto Bertoni",-54.59,-25.66,Faúndez et al 2018,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Canindeyu, Mbaracayu",-54.6,-24.19,Faúndez et al 2018,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Central, Villa Elisa",-57.59,-25.36,Dellape et al 2003,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Concepción, San Carlo",-57.43,-23.39,Dellape et al 2003,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Cordillera, Caacupe",-57.14,-25.38,Faúndez et al 2018,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  Dep. Guira, Colonie Indepedenza (?)",-56.26,-25.8,EMG,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,PARAGUAY:  San Pedro,-56.66,-24.13,Faúndez et al 2018,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PARAGUAY:  San Pedro, Cororo",-56.51,-23.46,Faúndez et al 2018,Paraguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"PERU:  Cusco, Kunyal",-71.96,-13.53,UFRG,Peru,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"URUGUAY: Cerro Largo, Fraile",-54.52,-32.49,Dellape et al 2003,Uruguay,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: Florida, Highlands County, Venus, Archbold Biological Station, 13km south of Lake Placid",-81.35,27.18,NMPC,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: Florida, Miami. 1961-XI-28",-80.22,25.78,UMSP,United States,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: Florida, Suwanee, Intersection of Highway 129 and US 27. 16m elev.",-82.85,29.96,FSCA,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: Missouri, Mississippi Lowlands",-92.43,34.9,Sites et al 2012,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: Missouri, Ozark",-92.44,36.64,Sites et al 2012,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: New Mexico, Otero",-105.74,32.61,Bundy 2012,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"USA: New Mexico, Roosevelt",-103.48,34.02,Bundy 2012,United States,North America,Nearctic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"VENEZUELA:  Aragua, El Zamuro",-67.4,10.35,Díaz et al 2000,Venezuela,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"VENEZUELA:  Aragua, Ramizito",-67.16,10,Barão et al 2013,Venezuela,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,VENEZUELA:  Santa Rosa,-69.76,9.89,UFRG,Venezuela,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus grandis,"VENEZUELA:  Zulia, Colon",-71.92,9,Barão et al 2013,Venezuela,South America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus phymatophorus,"CUBA: Província Guantánamo, montanha El Yunque. 40m",-74.57,20.35,NMPC,Cuba,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus phymatophorus,"DOMINICAN REPUBLIC: Azua, Vieja Marina",-70.73,18.45,Perez-Gelabert & Thomas 2005,Dominican Republic,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus phymatophorus,"DOMINICAN REPUBLIC: La Altagracia, Punta Cana",-68.4,18.58,Perez-Gelabert & Thomas 2005,Dominican Republic,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus phymatophorus,"DOMINICAN REPUBLIC: Pedernales, Cabo Rojo",-71.63,17.9,Perez-Gelabert & Thomas 2005,Dominican Republic,North America,Neotropic,No
Alcaeorrhynchus,Alcaeorrhynchus phymatophorus,PUERTO RICO: 1987-VIII-12/18. J. Maldonado,-66.49,18.24,DARC,Puerto Rico,North America,Neotropic,No
Amyotea,Amyotea erythromela,INDONESIA: Kepulauan Bacan,127.5,-0.58,Walker 1867,Indonesia,Asia,Australasia,No
Amyotea,Amyotea erythromela,INDONESIA: Pulau Halmahera,127.85,0.6,Kirkaldy 1909,Indonesia,Asia,Australasia,No
Amyotea,Amyotea erythromela,INDONESIA: Ternate,127.36108,0.79521,Kirkaldy 1909,Indonesia,Asia,Australasia,No
Amyotea,Amyotea frontalis,INDONESIA: Kepulauan Bacan,127.5,-0.58,Walker 1867,Indonesia,Asia,Australasia,No
Amyotea,Amyotea frontalis,INDONESIA: Pulau Halmahera,127.85,0.6,Kirkaldy 1909,Indonesia,Asia,Australasia,No
Amyotea,Amyotea glaucolimbata,NEW GUINEA: Bismarck islands,150.071,-5.1073,Thomas 1994,Papua New Guinea,Oceania,Australasia,No
Amyotea,Amyotea hamata,"AUSTRALIA: New South Wales, Tweed River.",153.22,-28.2,AMS,Australia,Australia,Australasia,No
Amyotea,Amyotea hamata,AUSTRALIA: north Queensland / at Garradunga near Innisfail / property of the Hasenpusch family,146,-17.45,Reid et al. 2009,Australia,Australia,Australasia,No
Amyotea,Amyotea hamata,"AUSTRALIA: Queensland, Cairns",145.46,-16.55,AMS,Australia,Australia,Australasia,No
Amyotea,Amyotea hamata,"AUSTRALIA: Queensland, Kuranda, near Barron River. 1949-V.",145.38,-16.49,AMS,Australia,Australia,Australasia,No
Amyotea,Amyotea hamata,AUSTRALIA: south-eastern Queensland / Caboolture,152.95,-27.08,Coombs & Khan 1998,Australia,Australia,Australasia,No
Amyotea,Amyotea hamata,INDONESIA: Ambon,128.1007,-3.6296,Stål 1870,Indonesia,Asia,Australasia,No
Amyotea,Amyotea hamata,INDONESIA: Ceram,129.5,-3.13334,Roell et al. 2023,Indonesia,Asia,Australasia,No
Amyotea,Amyotea hamata,INDONESIA: Ternate,127.36108,0.79521,Stål 1870,Indonesia,Asia,Australasia,No
Amyotea,Amyotea hamata,"PAPUA NEW GUINEA: Northern Province (Oro), Mount Lamington District. (8° 57' S , 148° 9' E),",148.16,-8.93,AMS,Papua New Guinea,Oceania,Australasia,No
Amyotea,Amyotea lata,CHINA: Yunnan / Xizang / Chayu county / Shaqiong Village / 1700 m,97.46,28.65,Zhao et al. 2011,China,Asia,Palearctic,No
Amyotea,Amyotea lata,CHINA: Yunnan / Xizang / Jingdong County / 1367 m,100.83,24.43,Zhao et al. 2011,China,Asia,Indomalayan,No
Amyotea,Amyotea lata,CHINA: Yunnan / Xizang / Motuo County / Beibeng Village / 881 m,95.16,29.23,Zhao et al. 2011 ,China,Asia,Palearctic,No
Amyotea,Amyotea lata,CHINA: Yunnan / Xizang / Xishuangbannan /  Mengla County / Menglun Village / 620 m ,101.25,21.93,Zhao et al. 2011 ,China,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,CHINA: Fujian,118,26.25,Rider & Zheng 2002,China,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,CHINA: Guizhou,107,27,Rider & Zheng 2002,China,Asia,Palearctic,No
Amyotea,Amyotea malabarica,CHINA: Hainan,109.75,19.25,Rider & Zheng 2002,China,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,CHINA: Jiangxi,115.66,27.66,Rider & Zheng 2002,China,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,CHINA: Taiwan,121,24,Rider & Zheng 2002,Taiwan,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,CHINA: Xiang,112.14,32.04,Rider & Zheng 2002,China,Asia,Palearctic,No
Amyotea,Amyotea malabarica,CHINA: Yunnan,101.5,25,Rider & Zheng 2002,China,Asia,Palearctic,No
Amyotea,Amyotea malabarica,INDIA: Aska,84.65,19.61,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Assam,93,26,Biswas et al. 2014,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Attur, Yelahanka",77.59,13.11,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Bihar / Pusa,85.67,25.98,Azim 2011,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Bihar Pusa,85.66,25.97,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Biligiranga Hills,77.14,11.99,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Chhattisgarh, Raipur",81.63,21.23,Biswas et al. 2014,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Chikmangalur,75.73,13.49,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Hebbal,77.58,13.04,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Hosur,77.83,12.73,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka,75.93,14.66,Biswas et al. 2014,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Attur,77.56,13.1,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Bagalur,77.66,13.13,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Bangalore,77.59,12.97,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Bidadi,77.38,12.79,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Devanahalli,77.71,13.24,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Kolar,78.12,13.13,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Karnataka / Yelahanka,77.59,13.1,Salini 2016 ,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Karnataka, Hoskote",77.79,13.07,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Karnataka, Mysore",76.69,12.29,Azim 2011,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Madhya Pradesh, Jabalpur. 393m",79.96,23.18,INHS,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Maharashtra,76.95,19.28,Biswas et al. 2014,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Mudigere,75.5,13.16,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Mysore,76.63,12.29,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Odisha, Ganjam",84.5,19.5,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Pune,73.85,18.51,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Savanadurga,77.29,12.92,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Shimoga,75.56,13.93,Salini 2016,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Sidlaghatta,77.89,13.44,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Tamil Nadu,78.33,11,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: Uttar Pradesh,80.75,27.25,Salini 2015,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,"INDIA: Uttar Pradesh, Agra",78.01,27.18,Azim 2011,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDIA: West Bengal,88,24,Biswas et al. 2014,India,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDONESIA: Java Occ Ma Géde,106.98,-6.78,MNHN,Indonesia,Asia,Indomalayan,No
Amyotea,Amyotea malabarica,INDONESIA: Lombok,116.33,-8.67,Kirkaldy 1909,Indonesia,Asia,Australasia,No
Amyotea,Amyotea malabarica,PHILIPPINES: Luzon,121,16,Kirkaldy 1909,Philippines,Asia,Indomalayan,No
Amyotea,Amyotea micans,NEW GUINEA,140,-5,Thomas 1994,Indonesia,Asia,Australasia,Yes
Amyotea,Amyotea reciproca,INDONESIA: Misool,130.08,-1.89,Walker 1867,Indonesia,Asia,Australasia,No
Amyotea,Amyotea reciproca,"PAPUA NEW GUINEA: East Sepik, Sepik River",143.75,-4,EMG,Papua New Guinea,Oceania,Australasia,No
Amyotea,Amyotea reciproca,"PAPUA NEW GUINEA: Morobe Dist., Wau. 1100m",146.32,-7.34,DARC,Papua New Guinea,Oceania,Australasia,No
Anasida,Anasida funebris,SOUTH AFRICA,24,-29,Thomas 1994,South Africa,Africa,Afrotropic,Yes
Anasida,Anasida orientalis,INDIA: Bombay,72.83,19,Salini 2015,India,Asia,Indomalayan,No
Anasida,Anasida orientalis,INDIA: Karnataka,75.93,14.66,Salini 2015,India,Asia,Indomalayan,No
Anasida,Anasida orientalis,INDIA: Maharashtra,76.95374,19.28911,Pal et al 2023,India,Asia,Indomalayan,No
Anasida,Anasida schoutedeni,ANGOLA: Zaire,13.51,-6.58,Thomas 1994,Angola,Africa,Afrotropic,No
Anasida,Anasida tenebrio,"BELGIAN CONGO: Reg. Lag Kivu, Kadjudju",19.59,-4.95,MNHN,Democratic Republic of the Congo,Africa,Afrotropic,No
Anasida,Anasida tenebrio,CAMEROON,12.5,6,Thomas 1994,Cameroon,Africa,Afrotropic,Yes
Anasida,Anasida tenebrio,CENTRAL AFRICAN REPUBLIC: Maboké,17.84,3.83,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Anasida,Anasida tenebrio,DEMOCRATIC REPUBLIC OF CONGO: Faradje,29.4,3.4,AMNH,Democratic Republic of the Congo,Africa,Afrotropic,No
Anasida,Anasida tenebrio,DEMOCRATIC REPUBLIC OF CONGO: Haut- Uele: Moku Moto,27.61,2.76,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Anasida,Anasida tenebrio,"DEMOCRATIC REPUBLIC OF CONGO: Kananga, Luluabourg",22.41,-5.89,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Anasida,Anasida tenebrio,"GUINEA: Mont Nimba, 1600 ft",-8.41,7.61,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Anasida,Anasida tenebrio,GUINEA: Zouguépo,-8.4,7.7,Maldès & Pluot-Sigwalt 2004,Guinea,Africa,Afrotropic,No
Anasida,Anasida tenebrio,"GUINÉE: Mt. Nimba, Lamotte-Roy",-8.42061,7.63776,RMCA,Guinea,Africa,Afrotropic,No
Andrallus,Andrallus spinidens,"ARGENTINA:  Prov. Cordoba, Dep. Calamuchita, El Saucé",-64.54,-32.05,UFRG,Argentina,South America,Neotropic,No
Andrallus,Andrallus spinidens,"BELGIAN CONGO: P.N.U, Mabwe (585m)",26.5138,-8.6544,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Andrallus,Andrallus spinidens,BOTSWANA,24,-22,Thomas 1994,Botswana,Africa,Afrotropic,Yes
Andrallus,Andrallus spinidens,BOUTHAN: Maria Basti (M. Durel),90.439,27.5193,MNHN,Bhutan,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"BRAZIL: Maranhão, Arari",-44.77,-3.45,UFRG,Brazil,South America,Neotropic,No
Andrallus,Andrallus spinidens,"BRAZIL: Pará, Novo Progresso, Fazenda Florentino, plantação de arroz",-55.23,-7.07,UFRG,Brazil,South America,Neotropic,No
Andrallus,Andrallus spinidens,CHINA: Guangdong,113.25,23.5,Rider & Zheng 2002,China,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,CHINA: Guangxi,109,24,Rider & Zheng 2002,China,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,CHINA: Guizhou,107,27,Rider & Zheng 2002,China,Asia,Palearctic,No
Andrallus,Andrallus spinidens,CHINA: Hubei,112.25,31,Rider & Zheng 2002,China,Asia,Palearctic,No
Andrallus,Andrallus spinidens,CHINA: Hunan,111.75,27.66,Rider & Zheng 2002,China,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,CHINA: Jiangxi,115.66,27.66,Rider & Zheng 2002,China,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,CHINA: Taiwan,121,24,Rider & Zheng 2002,Taiwan,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,CHINA: Xizang,88,31.66,Rider & Zheng 2002,China,Asia,Palearctic,No
Andrallus,Andrallus spinidens,HAITI: Port au Prince,-72.33,18.54,Perez-Gelabert & Thomas 2005,Haiti,North America,Neotropic,No
Andrallus,Andrallus spinidens,HONDURAN: Comayagua,-87.65,14.46,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Andrallus,Andrallus spinidens,HONDURAN: El Paraiso,-85.96,14.06,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Andrallus,Andrallus spinidens,"INDIA: Assam, Harmatti",93,26,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Central INDIA: Madhya Pradesh, Satpura Hills, Pachmarhi. 1050m",78.43,22.46,AMNH,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Chhattisgarh, Jagdalpur",82.02,19.08,Biswas et al. 2014,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Chhattisgarh, Raipur",81.63,21.23,Biswas et al. 2014,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Delhi,77.23,28.65,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Javadi,78.85,12.62,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Jharkhand, Ranchi",85.37,23.33,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Karnataka,75.93,14.66,Biswas et al. 2014,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Karnataka, Bengaluru",77.59,12.97,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Kumaon,79.5,29.83,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Maharashtra,76.95,19.28,Biswas et al. 2014,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Maharashtra, Kolhapur",73.84,16.96,Ghate et al 2012,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Meghalaya,91.33333,25.5,Pal et al 2023,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Mysone,76.63,12.29,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: New Delhi,77.22,28.62,Azim 2011,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Ponnampet, Raichur",76.91,16.16,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Puducherry, Mahe",75.5401,11.7,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Punjab, Amritsar",74.87,31.62,Salini 2015,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,"INDIA: Punjab, Pathankot",75.64,32.33,Kaur & Semahagn 2010,India,Asia,Indomalayan,No
Andrallus,Andrallus spinidens,INDIA: Sikkim,88.5,27.75,Biswas et al. 2014,India,Asia,Palearctic,No
